"date_time";"fuseau_hor";"dt_posix";"puissance"
"2015-11-25T09:59:59+01:00";"+01:00";2015-11-25 10:00:00;900,833333333
"2015-11-25T10:59:59+01:00";"+01:00";2015-11-25 11:00:00;888,333333333
"2015-11-25T11:59:59+01:00";"+01:00";2015-11-25 12:00:00;835,166666667
"2015-11-25T12:59:59+01:00";"+01:00";2015-11-25 13:00:00;789,5
"2015-11-25T13:59:59+01:00";"+01:00";2015-11-25 14:00:00;771,833333333
"2015-11-25T14:59:59+01:00";"+01:00";2015-11-25 15:00:00;791,666666667
"2015-11-25T15:59:59+01:00";"+01:00";2015-11-25 16:00:00;875,5
"2015-11-25T16:59:59+01:00";"+01:00";2015-11-25 17:00:00;903,833333333
"2015-11-25T17:59:59+01:00";"+01:00";2015-11-25 18:00:00;883,833333333
"2015-11-25T18:59:59+01:00";"+01:00";2015-11-25 19:00:00;974,5
"2015-11-25T19:59:59+01:00";"+01:00";2015-11-25 20:00:00;963,5
"2015-11-25T20:59:59+01:00";"+01:00";2015-11-25 21:00:00;1105,5
"2015-11-25T21:59:59+01:00";"+01:00";2015-11-25 22:00:00;1130
"2015-11-25T22:59:59+01:00";"+01:00";2015-11-25 23:00:00;990
"2015-11-25T23:59:59+01:00";"+01:00";2015-11-26 00:00:00;912,833333333
"2015-11-26T00:59:59+01:00";"+01:00";2015-11-26 01:00:00;871,833333333
"2015-11-26T01:59:59+01:00";"+01:00";2015-11-26 02:00:00;802,333333333
"2015-11-26T02:59:59+01:00";"+01:00";2015-11-26 03:00:00;754,833333333
"2015-11-26T03:59:59+01:00";"+01:00";2015-11-26 04:00:00;753,5
"2015-11-26T04:59:59+01:00";"+01:00";2015-11-26 05:00:00;741
"2015-11-26T05:59:59+01:00";"+01:00";2015-11-26 06:00:00;749,666666667
"2015-11-26T06:59:59+01:00";"+01:00";2015-11-26 07:00:00;801,166666667
"2015-11-26T07:59:59+01:00";"+01:00";2015-11-26 08:00:00;844,333333333
"2015-11-26T08:59:59+01:00";"+01:00";2015-11-26 09:00:00;871,5
"2015-11-26T09:59:59+01:00";"+01:00";2015-11-26 10:00:00;869,166666667
"2015-11-26T10:59:59+01:00";"+01:00";2015-11-26 11:00:00;868,666666667
"2015-11-26T11:59:59+01:00";"+01:00";2015-11-26 12:00:00;858
"2015-11-26T12:59:59+01:00";"+01:00";2015-11-26 13:00:00;786,333333333
"2015-11-26T13:59:59+01:00";"+01:00";2015-11-26 14:00:00;801,166666667
"2015-11-26T14:59:59+01:00";"+01:00";2015-11-26 15:00:00;764,5
"2015-11-26T15:59:59+01:00";"+01:00";2015-11-26 16:00:00;813,666666667
"2015-11-26T16:59:59+01:00";"+01:00";2015-11-26 17:00:00;866,333333333
"2015-11-26T17:59:59+01:00";"+01:00";2015-11-26 18:00:00;923,166666667
"2015-11-26T18:59:59+01:00";"+01:00";2015-11-26 19:00:00;903
"2015-11-26T19:59:59+01:00";"+01:00";2015-11-26 20:00:00;907
"2015-11-26T20:59:59+01:00";"+01:00";2015-11-26 21:00:00;1018,5
"2015-11-26T21:59:59+01:00";"+01:00";2015-11-26 22:00:00;1049,16666667
"2015-11-26T22:59:59+01:00";"+01:00";2015-11-26 23:00:00;912,833333333
"2015-11-26T23:59:59+01:00";"+01:00";2015-11-27 00:00:00;822,5
"2015-11-27T00:59:59+01:00";"+01:00";2015-11-27 01:00:00;732,666666667
"2015-11-27T01:59:59+01:00";"+01:00";2015-11-27 02:00:00;661,333333333
"2015-11-27T02:59:59+01:00";"+01:00";2015-11-27 03:00:00;626
"2015-11-27T03:59:59+01:00";"+01:00";2015-11-27 04:00:00;651,5
"2015-11-27T04:59:59+01:00";"+01:00";2015-11-27 05:00:00;694,666666667
"2015-11-27T05:59:59+01:00";"+01:00";2015-11-27 06:00:00;701,333333333
"2015-11-27T06:59:59+01:00";"+01:00";2015-11-27 07:00:00;734,166666667
"2015-11-27T07:59:59+01:00";"+01:00";2015-11-27 08:00:00;748
"2015-11-27T08:59:59+01:00";"+01:00";2015-11-27 09:00:00;793,833333333
"2015-11-27T09:59:59+01:00";"+01:00";2015-11-27 10:00:00;786,333333333
"2015-11-27T10:59:59+01:00";"+01:00";2015-11-27 11:00:00;838,166666667
"2015-11-27T11:59:59+01:00";"+01:00";2015-11-27 12:00:00;846,5
"2015-11-27T12:59:59+01:00";"+01:00";2015-11-27 13:00:00;770,666666667
"2015-11-27T13:59:59+01:00";"+01:00";2015-11-27 14:00:00;732,5
"2015-11-27T14:59:59+01:00";"+01:00";2015-11-27 15:00:00;698,666666667
"2015-11-27T15:59:59+01:00";"+01:00";2015-11-27 16:00:00;714,5
"2015-11-27T16:59:59+01:00";"+01:00";2015-11-27 17:00:00;812
"2015-11-27T17:59:59+01:00";"+01:00";2015-11-27 18:00:00;969,333333333
"2015-11-27T18:59:59+01:00";"+01:00";2015-11-27 19:00:00;988
"2015-11-27T19:59:59+01:00";"+01:00";2015-11-27 20:00:00;985,333333333
"2015-11-27T20:59:59+01:00";"+01:00";2015-11-27 21:00:00;1129
"2015-11-27T21:59:59+01:00";"+01:00";2015-11-27 22:00:00;1167,66666667
"2015-11-27T22:59:59+01:00";"+01:00";2015-11-27 23:00:00;1025,16666667
"2015-11-27T23:59:59+01:00";"+01:00";2015-11-28 00:00:00;987,333333333
"2015-11-28T00:59:59+01:00";"+01:00";2015-11-28 01:00:00;930,666666667
"2015-11-28T01:59:59+01:00";"+01:00";2015-11-28 02:00:00;819,333333333
"2015-11-28T02:59:59+01:00";"+01:00";2015-11-28 03:00:00;763,666666667
"2015-11-28T03:59:59+01:00";"+01:00";2015-11-28 04:00:00;788,5
"2015-11-28T04:59:59+01:00";"+01:00";2015-11-28 05:00:00;826,833333333
"2015-11-28T05:59:59+01:00";"+01:00";2015-11-28 06:00:00;849,833333333
"2015-11-28T06:59:59+01:00";"+01:00";2015-11-28 07:00:00;867,833333333
"2015-11-28T07:59:59+01:00";"+01:00";2015-11-28 08:00:00;880,5
"2015-11-28T08:59:59+01:00";"+01:00";2015-11-28 09:00:00;921,5
"2015-11-28T09:59:59+01:00";"+01:00";2015-11-28 10:00:00;905,833333333
"2015-11-28T10:59:59+01:00";"+01:00";2015-11-28 11:00:00;903,166666667
"2015-11-28T11:59:59+01:00";"+01:00";2015-11-28 12:00:00;994,833333333
"2015-11-28T12:59:59+01:00";"+01:00";2015-11-28 13:00:00;1004,83333333
"2015-11-28T13:59:59+01:00";"+01:00";2015-11-28 14:00:00;935,333333333
"2015-11-28T14:59:59+01:00";"+01:00";2015-11-28 15:00:00;906
"2015-11-28T15:59:59+01:00";"+01:00";2015-11-28 16:00:00;938,333333333
"2015-11-28T16:59:59+01:00";"+01:00";2015-11-28 17:00:00;1019,83333333
"2015-11-28T17:59:59+01:00";"+01:00";2015-11-28 18:00:00;1115,33333333
"2015-11-28T18:59:59+01:00";"+01:00";2015-11-28 19:00:00;1120,5
"2015-11-28T19:59:59+01:00";"+01:00";2015-11-28 20:00:00;1040
"2015-11-28T20:59:59+01:00";"+01:00";2015-11-28 21:00:00;1149,66666667
"2015-11-28T21:59:59+01:00";"+01:00";2015-11-28 22:00:00;1188,16666667
"2015-11-28T22:59:59+01:00";"+01:00";2015-11-28 23:00:00;1008,5
"2015-11-28T23:59:59+01:00";"+01:00";2015-11-29 00:00:00;937,333333333
"2015-11-29T00:59:59+01:00";"+01:00";2015-11-29 01:00:00;934,5
"2015-11-29T01:59:59+01:00";"+01:00";2015-11-29 02:00:00;832,5
"2015-11-29T02:59:59+01:00";"+01:00";2015-11-29 03:00:00;748,333333333
"2015-11-29T03:59:59+01:00";"+01:00";2015-11-29 04:00:00;749
"2015-11-29T04:59:59+01:00";"+01:00";2015-11-29 05:00:00;748,833333333
"2015-11-29T05:59:59+01:00";"+01:00";2015-11-29 06:00:00;762,333333333
"2015-11-29T06:59:59+01:00";"+01:00";2015-11-29 07:00:00;792,666666667
"2015-11-29T07:59:59+01:00";"+01:00";2015-11-29 08:00:00;831
"2015-11-29T08:59:59+01:00";"+01:00";2015-11-29 09:00:00;847,5
"2015-11-29T09:59:59+01:00";"+01:00";2015-11-29 10:00:00;892,333333333
"2015-11-29T10:59:59+01:00";"+01:00";2015-11-29 11:00:00;940
"2015-11-29T11:59:59+01:00";"+01:00";2015-11-29 12:00:00;930,666666667
"2015-11-29T12:59:59+01:00";"+01:00";2015-11-29 13:00:00;842,166666667
"2015-11-29T13:59:59+01:00";"+01:00";2015-11-29 14:00:00;736,666666667
"2015-11-29T14:59:59+01:00";"+01:00";2015-11-29 15:00:00;670,333333333
"2015-11-29T15:59:59+01:00";"+01:00";2015-11-29 16:00:00;693,5
"2015-11-29T16:59:59+01:00";"+01:00";2015-11-29 17:00:00;751,833333333
"2015-11-29T17:59:59+01:00";"+01:00";2015-11-29 18:00:00;865,666666667
"2015-11-29T18:59:59+01:00";"+01:00";2015-11-29 19:00:00;902,333333333
"2015-11-29T19:59:59+01:00";"+01:00";2015-11-29 20:00:00;882,5
"2015-11-29T20:59:59+01:00";"+01:00";2015-11-29 21:00:00;990,333333333
"2015-11-29T21:59:59+01:00";"+01:00";2015-11-29 22:00:00;1033
"2015-11-29T22:59:59+01:00";"+01:00";2015-11-29 23:00:00;875,666666667
"2015-11-29T23:59:59+01:00";"+01:00";2015-11-30 00:00:00;800,333333333
"2015-11-30T00:59:59+01:00";"+01:00";2015-11-30 01:00:00;784,166666667
"2015-11-30T01:59:59+01:00";"+01:00";2015-11-30 02:00:00;713,666666667
"2015-11-30T02:59:59+01:00";"+01:00";2015-11-30 03:00:00;625,166666667
"2015-11-30T03:59:59+01:00";"+01:00";2015-11-30 04:00:00;614,333333333
"2015-11-30T04:59:59+01:00";"+01:00";2015-11-30 05:00:00;624,833333333
"2015-11-30T05:59:59+01:00";"+01:00";2015-11-30 06:00:00;669,833333333
"2015-11-30T06:59:59+01:00";"+01:00";2015-11-30 07:00:00;767
"2015-11-30T07:59:59+01:00";"+01:00";2015-11-30 08:00:00;819,833333333
"2015-11-30T08:59:59+01:00";"+01:00";2015-11-30 09:00:00;810,5
"2015-11-30T09:59:59+01:00";"+01:00";2015-11-30 10:00:00;814,333333333
"2015-11-30T10:59:59+01:00";"+01:00";2015-11-30 11:00:00;780
"2015-11-30T11:59:59+01:00";"+01:00";2015-11-30 12:00:00;795,333333333
"2015-11-30T12:59:59+01:00";"+01:00";2015-11-30 13:00:00;825,833333333
"2015-11-30T13:59:59+01:00";"+01:00";2015-11-30 14:00:00;754,5
"2015-11-30T14:59:59+01:00";"+01:00";2015-11-30 15:00:00;725,5
"2015-11-30T15:59:59+01:00";"+01:00";2015-11-30 16:00:00;732,833333333
"2015-11-30T16:59:59+01:00";"+01:00";2015-11-30 17:00:00;766,833333333
"2015-11-30T17:59:59+01:00";"+01:00";2015-11-30 18:00:00;840,5
"2015-11-30T18:59:59+01:00";"+01:00";2015-11-30 19:00:00;890,833333333
"2015-11-30T19:59:59+01:00";"+01:00";2015-11-30 20:00:00;912,166666667
"2015-11-30T20:59:59+01:00";"+01:00";2015-11-30 21:00:00;1023,33333333
"2015-11-30T21:59:59+01:00";"+01:00";2015-11-30 22:00:00;1007,5
"2015-11-30T22:59:59+01:00";"+01:00";2015-11-30 23:00:00;835,5
"2015-11-30T23:59:59+01:00";"+01:00";2015-12-01 00:00:00;792,666666667
"2015-12-01T00:59:59+01:00";"+01:00";2015-12-01 01:00:00;777,666666667
"2015-12-01T01:59:59+01:00";"+01:00";2015-12-01 02:00:00;737,666666667
"2015-12-01T02:59:59+01:00";"+01:00";2015-12-01 03:00:00;689,333333333
"2015-12-01T03:59:59+01:00";"+01:00";2015-12-01 04:00:00;629,166666667
"2015-12-01T04:59:59+01:00";"+01:00";2015-12-01 05:00:00;617,666666667
"2015-12-01T05:59:59+01:00";"+01:00";2015-12-01 06:00:00;648
"2015-12-01T06:59:59+01:00";"+01:00";2015-12-01 07:00:00;738,333333333
"2015-12-01T07:59:59+01:00";"+01:00";2015-12-01 08:00:00;853,5
"2015-12-01T08:59:59+01:00";"+01:00";2015-12-01 09:00:00;909
"2015-12-01T09:59:59+01:00";"+01:00";2015-12-01 10:00:00;862,5
"2015-12-01T10:59:59+01:00";"+01:00";2015-12-01 11:00:00;842,833333333
"2015-12-01T11:59:59+01:00";"+01:00";2015-12-01 12:00:00;925,833333333
"2015-12-01T12:59:59+01:00";"+01:00";2015-12-01 13:00:00;870,833333333
"2015-12-01T13:59:59+01:00";"+01:00";2015-12-01 14:00:00;888,5
"2015-12-01T14:59:59+01:00";"+01:00";2015-12-01 15:00:00;849,166666667
"2015-12-01T15:59:59+01:00";"+01:00";2015-12-01 16:00:00;793
"2015-12-01T16:59:59+01:00";"+01:00";2015-12-01 17:00:00;801
"2015-12-01T17:59:59+01:00";"+01:00";2015-12-01 18:00:00;911,166666667
"2015-12-01T18:59:59+01:00";"+01:00";2015-12-01 19:00:00;941,333333333
"2015-12-01T19:59:59+01:00";"+01:00";2015-12-01 20:00:00;975
"2015-12-01T20:59:59+01:00";"+01:00";2015-12-01 21:00:00;1097,33333333
"2015-12-01T21:59:59+01:00";"+01:00";2015-12-01 22:00:00;1126,33333333
"2015-12-01T22:59:59+01:00";"+01:00";2015-12-01 23:00:00;904,833333333
"2015-12-01T23:59:59+01:00";"+01:00";2015-12-02 00:00:00;813,666666667
"2015-12-02T00:59:59+01:00";"+01:00";2015-12-02 01:00:00;799
"2015-12-02T01:59:59+01:00";"+01:00";2015-12-02 02:00:00;778,166666667
"2015-12-02T02:59:59+01:00";"+01:00";2015-12-02 03:00:00;764,833333333
"2015-12-02T03:59:59+01:00";"+01:00";2015-12-02 04:00:00;769
"2015-12-02T04:59:59+01:00";"+01:00";2015-12-02 05:00:00;780,5
"2015-12-02T05:59:59+01:00";"+01:00";2015-12-02 06:00:00;761
"2015-12-02T06:59:59+01:00";"+01:00";2015-12-02 07:00:00;772
"2015-12-02T07:59:59+01:00";"+01:00";2015-12-02 08:00:00;861,333333333
"2015-12-02T08:59:59+01:00";"+01:00";2015-12-02 09:00:00;883,333333333
"2015-12-02T09:59:59+01:00";"+01:00";2015-12-02 10:00:00;874,166666667
"2015-12-02T10:59:59+01:00";"+01:00";2015-12-02 11:00:00;837,833333333
"2015-12-02T11:59:59+01:00";"+01:00";2015-12-02 12:00:00;831,5
"2015-12-02T12:59:59+01:00";"+01:00";2015-12-02 13:00:00;822,166666667
"2015-12-02T13:59:59+01:00";"+01:00";2015-12-02 14:00:00;837,666666667
"2015-12-02T14:59:59+01:00";"+01:00";2015-12-02 15:00:00;856,833333333
"2015-12-02T15:59:59+01:00";"+01:00";2015-12-02 16:00:00;835
"2015-12-02T16:59:59+01:00";"+01:00";2015-12-02 17:00:00;839,333333333
"2015-12-02T17:59:59+01:00";"+01:00";2015-12-02 18:00:00;876,333333333
"2015-12-02T18:59:59+01:00";"+01:00";2015-12-02 19:00:00;952,333333333
"2015-12-02T19:59:59+01:00";"+01:00";2015-12-02 20:00:00;927,666666667
"2015-12-02T20:59:59+01:00";"+01:00";2015-12-02 21:00:00;1105,33333333
"2015-12-02T21:59:59+01:00";"+01:00";2015-12-02 22:00:00;1120,83333333
"2015-12-02T22:59:59+01:00";"+01:00";2015-12-02 23:00:00;955,333333333
"2015-12-02T23:59:59+01:00";"+01:00";2015-12-03 00:00:00;826,666666667
"2015-12-03T00:59:59+01:00";"+01:00";2015-12-03 01:00:00;782
"2015-12-03T01:59:59+01:00";"+01:00";2015-12-03 02:00:00;716,833333333
"2015-12-03T02:59:59+01:00";"+01:00";2015-12-03 03:00:00;704,166666667
"2015-12-03T03:59:59+01:00";"+01:00";2015-12-03 04:00:00;699,666666667
"2015-12-03T04:59:59+01:00";"+01:00";2015-12-03 05:00:00;692,666666667
"2015-12-03T05:59:59+01:00";"+01:00";2015-12-03 06:00:00;664,166666667
"2015-12-03T06:59:59+01:00";"+01:00";2015-12-03 07:00:00;761,333333333
"2015-12-03T07:59:59+01:00";"+01:00";2015-12-03 08:00:00;845,5
"2015-12-03T08:59:59+01:00";"+01:00";2015-12-03 09:00:00;889,666666667
"2015-12-03T09:59:59+01:00";"+01:00";2015-12-03 10:00:00;929,333333333
"2015-12-03T10:59:59+01:00";"+01:00";2015-12-03 11:00:00;862
"2015-12-03T11:59:59+01:00";"+01:00";2015-12-03 12:00:00;784,833333333
"2015-12-03T12:59:59+01:00";"+01:00";2015-12-03 13:00:00;851,333333333
"2015-12-03T13:59:59+01:00";"+01:00";2015-12-03 14:00:00;911,666666667
"2015-12-03T14:59:59+01:00";"+01:00";2015-12-03 15:00:00;883,333333333
"2015-12-03T15:59:59+01:00";"+01:00";2015-12-03 16:00:00;897,833333333
"2015-12-03T16:59:59+01:00";"+01:00";2015-12-03 17:00:00;930,833333333
"2015-12-03T17:59:59+01:00";"+01:00";2015-12-03 18:00:00;947,333333333
"2015-12-03T18:59:59+01:00";"+01:00";2015-12-03 19:00:00;929,333333333
"2015-12-03T19:59:59+01:00";"+01:00";2015-12-03 20:00:00;912,833333333
"2015-12-03T20:59:59+01:00";"+01:00";2015-12-03 21:00:00;1061,33333333
"2015-12-03T21:59:59+01:00";"+01:00";2015-12-03 22:00:00;1125,16666667
"2015-12-03T22:59:59+01:00";"+01:00";2015-12-03 23:00:00;974,666666667
"2015-12-03T23:59:59+01:00";"+01:00";2015-12-04 00:00:00;894,833333333
"2015-12-04T00:59:59+01:00";"+01:00";2015-12-04 01:00:00;870,5
"2015-12-04T01:59:59+01:00";"+01:00";2015-12-04 02:00:00;787,333333333
"2015-12-04T02:59:59+01:00";"+01:00";2015-12-04 03:00:00;761,166666667
"2015-12-04T03:59:59+01:00";"+01:00";2015-12-04 04:00:00;791
"2015-12-04T04:59:59+01:00";"+01:00";2015-12-04 05:00:00;780
"2015-12-04T05:59:59+01:00";"+01:00";2015-12-04 06:00:00;787,5
"2015-12-04T06:59:59+01:00";"+01:00";2015-12-04 07:00:00;842,833333333
"2015-12-04T07:59:59+01:00";"+01:00";2015-12-04 08:00:00;907,166666667
"2015-12-04T08:59:59+01:00";"+01:00";2015-12-04 09:00:00;940,166666667
"2015-12-04T09:59:59+01:00";"+01:00";2015-12-04 10:00:00;910,833333333
"2015-12-04T10:59:59+01:00";"+01:00";2015-12-04 11:00:00;883,333333333
"2015-12-04T11:59:59+01:00";"+01:00";2015-12-04 12:00:00;844,666666667
"2015-12-04T12:59:59+01:00";"+01:00";2015-12-04 13:00:00;772,333333333
"2015-12-04T13:59:59+01:00";"+01:00";2015-12-04 14:00:00;696,166666667
"2015-12-04T14:59:59+01:00";"+01:00";2015-12-04 15:00:00;660
"2015-12-04T15:59:59+01:00";"+01:00";2015-12-04 16:00:00;704,5
"2015-12-04T16:59:59+01:00";"+01:00";2015-12-04 17:00:00;776,666666667
"2015-12-04T17:59:59+01:00";"+01:00";2015-12-04 18:00:00;912
"2015-12-04T18:59:59+01:00";"+01:00";2015-12-04 19:00:00;942
"2015-12-04T19:59:59+01:00";"+01:00";2015-12-04 20:00:00;896,833333333
"2015-12-04T20:59:59+01:00";"+01:00";2015-12-04 21:00:00;1061,16666667
"2015-12-04T21:59:59+01:00";"+01:00";2015-12-04 22:00:00;1108,33333333
"2015-12-04T22:59:59+01:00";"+01:00";2015-12-04 23:00:00;971,5
"2015-12-04T23:59:59+01:00";"+01:00";2015-12-05 00:00:00;902,833333333
"2015-12-05T00:59:59+01:00";"+01:00";2015-12-05 01:00:00;865
"2015-12-05T01:59:59+01:00";"+01:00";2015-12-05 02:00:00;775,333333333
"2015-12-05T02:59:59+01:00";"+01:00";2015-12-05 03:00:00;736,166666667
"2015-12-05T03:59:59+01:00";"+01:00";2015-12-05 04:00:00;760,5
"2015-12-05T04:59:59+01:00";"+01:00";2015-12-05 05:00:00;758,5
"2015-12-05T05:59:59+01:00";"+01:00";2015-12-05 06:00:00;780,333333333
"2015-12-05T06:59:59+01:00";"+01:00";2015-12-05 07:00:00;823,333333333
"2015-12-05T07:59:59+01:00";"+01:00";2015-12-05 08:00:00;876,333333333
"2015-12-05T08:59:59+01:00";"+01:00";2015-12-05 09:00:00;888,5
"2015-12-05T09:59:59+01:00";"+01:00";2015-12-05 10:00:00;916,166666667
"2015-12-05T10:59:59+01:00";"+01:00";2015-12-05 11:00:00;956
"2015-12-05T11:59:59+01:00";"+01:00";2015-12-05 12:00:00;962,5
"2015-12-05T12:59:59+01:00";"+01:00";2015-12-05 13:00:00;912
"2015-12-05T13:59:59+01:00";"+01:00";2015-12-05 14:00:00;855,5
"2015-12-05T14:59:59+01:00";"+01:00";2015-12-05 15:00:00;805,833333333
"2015-12-05T15:59:59+01:00";"+01:00";2015-12-05 16:00:00;797,166666667
"2015-12-05T16:59:59+01:00";"+01:00";2015-12-05 17:00:00;851,666666667
"2015-12-05T17:59:59+01:00";"+01:00";2015-12-05 18:00:00;968,666666667
"2015-12-05T18:59:59+01:00";"+01:00";2015-12-05 19:00:00;1004,83333333
"2015-12-05T19:59:59+01:00";"+01:00";2015-12-05 20:00:00;997,166666667
"2015-12-05T20:59:59+01:00";"+01:00";2015-12-05 21:00:00;1126,16666667
"2015-12-05T21:59:59+01:00";"+01:00";2015-12-05 22:00:00;1147,66666667
"2015-12-05T22:59:59+01:00";"+01:00";2015-12-05 23:00:00;989,166666667
"2015-12-05T23:59:59+01:00";"+01:00";2015-12-06 00:00:00;932,833333333
"2015-12-06T00:59:59+01:00";"+01:00";2015-12-06 01:00:00;896,333333333
"2015-12-06T01:59:59+01:00";"+01:00";2015-12-06 02:00:00;772,5
"2015-12-06T02:59:59+01:00";"+01:00";2015-12-06 03:00:00;722,666666667
"2015-12-06T03:59:59+01:00";"+01:00";2015-12-06 04:00:00;709
"2015-12-06T04:59:59+01:00";"+01:00";2015-12-06 05:00:00;676,833333333
"2015-12-06T05:59:59+01:00";"+01:00";2015-12-06 06:00:00;682,833333333
"2015-12-06T06:59:59+01:00";"+01:00";2015-12-06 07:00:00;719,833333333
"2015-12-06T07:59:59+01:00";"+01:00";2015-12-06 08:00:00;800,5
"2015-12-06T08:59:59+01:00";"+01:00";2015-12-06 09:00:00;796,333333333
"2015-12-06T09:59:59+01:00";"+01:00";2015-12-06 10:00:00;825,5
"2015-12-06T10:59:59+01:00";"+01:00";2015-12-06 11:00:00;844,333333333
"2015-12-06T11:59:59+01:00";"+01:00";2015-12-06 12:00:00;843,833333333
"2015-12-06T12:59:59+01:00";"+01:00";2015-12-06 13:00:00;813
"2015-12-06T13:59:59+01:00";"+01:00";2015-12-06 14:00:00;781,166666667
"2015-12-06T14:59:59+01:00";"+01:00";2015-12-06 15:00:00;725,833333333
"2015-12-06T15:59:59+01:00";"+01:00";2015-12-06 16:00:00;691,5
"2015-12-06T16:59:59+01:00";"+01:00";2015-12-06 17:00:00;736,833333333
"2015-12-06T17:59:59+01:00";"+01:00";2015-12-06 18:00:00;829,166666667
"2015-12-06T18:59:59+01:00";"+01:00";2015-12-06 19:00:00;854,833333333
"2015-12-06T19:59:59+01:00";"+01:00";2015-12-06 20:00:00;844
"2015-12-06T20:59:59+01:00";"+01:00";2015-12-06 21:00:00;980,5
"2015-12-06T21:59:59+01:00";"+01:00";2015-12-06 22:00:00;976,166666667
"2015-12-06T22:59:59+01:00";"+01:00";2015-12-06 23:00:00;857,833333333
"2015-12-06T23:59:59+01:00";"+01:00";2015-12-07 00:00:00;787,5
"2015-12-07T00:59:59+01:00";"+01:00";2015-12-07 01:00:00;745,833333333
"2015-12-07T01:59:59+01:00";"+01:00";2015-12-07 02:00:00;674,5
"2015-12-07T02:59:59+01:00";"+01:00";2015-12-07 03:00:00;647,166666667
"2015-12-07T03:59:59+01:00";"+01:00";2015-12-07 04:00:00;586,166666667
"2015-12-07T04:59:59+01:00";"+01:00";2015-12-07 05:00:00;575,666666667
"2015-12-07T05:59:59+01:00";"+01:00";2015-12-07 06:00:00;608
"2015-12-07T06:59:59+01:00";"+01:00";2015-12-07 07:00:00;715,666666667
"2015-12-07T07:59:59+01:00";"+01:00";2015-12-07 08:00:00;792,833333333
"2015-12-07T08:59:59+01:00";"+01:00";2015-12-07 09:00:00;846,5
"2015-12-07T09:59:59+01:00";"+01:00";2015-12-07 10:00:00;799
"2015-12-07T10:59:59+01:00";"+01:00";2015-12-07 11:00:00;760,333333333
"2015-12-07T11:59:59+01:00";"+01:00";2015-12-07 12:00:00;824,833333333
"2015-12-07T12:59:59+01:00";"+01:00";2015-12-07 13:00:00;739,166666667
"2015-12-07T13:59:59+01:00";"+01:00";2015-12-07 14:00:00;736,166666667
"2015-12-07T14:59:59+01:00";"+01:00";2015-12-07 15:00:00;735,5
"2015-12-07T15:59:59+01:00";"+01:00";2015-12-07 16:00:00;756,166666667
"2015-12-07T16:59:59+01:00";"+01:00";2015-12-07 17:00:00;768,166666667
"2015-12-07T17:59:59+01:00";"+01:00";2015-12-07 18:00:00;811,833333333
"2015-12-07T18:59:59+01:00";"+01:00";2015-12-07 19:00:00;874,666666667
"2015-12-07T19:59:59+01:00";"+01:00";2015-12-07 20:00:00;887,666666667
"2015-12-07T20:59:59+01:00";"+01:00";2015-12-07 21:00:00;1038
"2015-12-07T21:59:59+01:00";"+01:00";2015-12-07 22:00:00;1012,33333333
"2015-12-07T22:59:59+01:00";"+01:00";2015-12-07 23:00:00;827
"2015-12-07T23:59:59+01:00";"+01:00";2015-12-08 00:00:00;776
"2015-12-08T00:59:59+01:00";"+01:00";2015-12-08 01:00:00;771,666666667
"2015-12-08T01:59:59+01:00";"+01:00";2015-12-08 02:00:00;710,5
"2015-12-08T02:59:59+01:00";"+01:00";2015-12-08 03:00:00;666,333333333
"2015-12-08T03:59:59+01:00";"+01:00";2015-12-08 04:00:00;661
"2015-12-08T04:59:59+01:00";"+01:00";2015-12-08 05:00:00;629
"2015-12-08T05:59:59+01:00";"+01:00";2015-12-08 06:00:00;621,166666667
"2015-12-08T06:59:59+01:00";"+01:00";2015-12-08 07:00:00;687,5
"2015-12-08T07:59:59+01:00";"+01:00";2015-12-08 08:00:00;824,5
"2015-12-08T08:59:59+01:00";"+01:00";2015-12-08 09:00:00;843,333333333
"2015-12-08T09:59:59+01:00";"+01:00";2015-12-08 10:00:00;842
"2015-12-08T10:59:59+01:00";"+01:00";2015-12-08 11:00:00;767
"2015-12-08T11:59:59+01:00";"+01:00";2015-12-08 12:00:00;749,5
"2015-12-08T12:59:59+01:00";"+01:00";2015-12-08 13:00:00;746,333333333
"2015-12-08T13:59:59+01:00";"+01:00";2015-12-08 14:00:00;743,666666667
"2015-12-08T14:59:59+01:00";"+01:00";2015-12-08 15:00:00;739,333333333
"2015-12-08T15:59:59+01:00";"+01:00";2015-12-08 16:00:00;727,666666667
"2015-12-08T16:59:59+01:00";"+01:00";2015-12-08 17:00:00;724
"2015-12-08T17:59:59+01:00";"+01:00";2015-12-08 18:00:00;807,333333333
"2015-12-08T18:59:59+01:00";"+01:00";2015-12-08 19:00:00;896
"2015-12-08T19:59:59+01:00";"+01:00";2015-12-08 20:00:00;925,333333333
"2015-12-08T20:59:59+01:00";"+01:00";2015-12-08 21:00:00;1078,16666667
"2015-12-08T21:59:59+01:00";"+01:00";2015-12-08 22:00:00;1147,33333333
"2015-12-08T22:59:59+01:00";"+01:00";2015-12-08 23:00:00;921,833333333
"2015-12-08T23:59:59+01:00";"+01:00";2015-12-09 00:00:00;804,166666667
"2015-12-09T00:59:59+01:00";"+01:00";2015-12-09 01:00:00;792,666666667
"2015-12-09T01:59:59+01:00";"+01:00";2015-12-09 02:00:00;773
"2015-12-09T02:59:59+01:00";"+01:00";2015-12-09 03:00:00;751,666666667
"2015-12-09T03:59:59+01:00";"+01:00";2015-12-09 04:00:00;781,166666667
